performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,performance_annotation_external,score_annotation_external,folder,performance_audio,performance_MIDI,MIDI_score,aligned,performance_annotation,score_annotation,duration,split,alignment_annotation,aligned_notes_ratio_perfm,aligned_notes_ratio_score
S_879,Chopin,191,ASAP_Etudes_op_25_2,ASAP,,{ASAP}/Chopin/Etudes_op_25/2/Karpeyev02.mid,{ASAP}/Chopin/Etudes_op_25/2/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/2/Karpeyev02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/2/midi_score_annotations.txt,subset_S/Chopin/191_ASAP_Etudes_op_25_2,S_879_Kontakt_Grandeur_hard.wav,S_879_ASAP.mid,ASAP_2.mid,True,S_879_ASAP_annotation.tsv,ASAP_2_annotation.tsv,88.08351234375,train,S_879_ASAP_align_annot.csv,0.9818181818181818,0.9875311720698254
S_880,Chopin,193,ASAP_Etudes_op_25_4,ASAP,,{ASAP}/Chopin/Etudes_op_25/4/Taverna02.mid,{ASAP}/Chopin/Etudes_op_25/4/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/4/Taverna02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/4/midi_score_annotations.txt,subset_S/Chopin/193_ASAP_Etudes_op_25_4,S_880_Kontakt_Grandeur_soft.wav,S_880_ASAP.mid,ASAP_4.mid,True,S_880_ASAP_annotation.tsv,ASAP_4_annotation.tsv,110.475316875,test,S_880_ASAP_align_annot.csv,0.9789972899728997,0.9582228116710876
S_881,Chopin,193,ASAP_Etudes_op_25_4,ASAP,,{ASAP}/Chopin/Etudes_op_25/4/UENO02.mid,{ASAP}/Chopin/Etudes_op_25/4/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/4/UENO02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/4/midi_score_annotations.txt,subset_S/Chopin/193_ASAP_Etudes_op_25_4,S_881_Kontakt_Grandeur_hard.wav,S_881_ASAP.mid,ASAP_4.mid,True,S_881_ASAP_annotation.tsv,ASAP_4_annotation.tsv,92.05528399166666,test,S_881_ASAP_align_annot.csv,0.9653499653499653,0.9237400530503979
S_882,Chopin,194,ASAP_Etudes_op_25_5,ASAP,,{ASAP}/Chopin/Etudes_op_25/5/Levitsky10M.mid,{ASAP}/Chopin/Etudes_op_25/5/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/5/Levitsky10M_annotations.txt,{ASAP}/Chopin/Etudes_op_25/5/midi_score_annotations.txt,subset_S/Chopin/194_ASAP_Etudes_op_25_5,S_882_Kontakt_Gentleman_hard.wav,S_882_ASAP.mid,ASAP_5.mid,True,S_882_ASAP_annotation.tsv,ASAP_5_annotation.tsv,184.80078125,train,S_882_ASAP_align_annot.csv,0.9022591055786077,0.7868918375552875
S_883,Chopin,194,ASAP_Etudes_op_25_5,ASAP,,{ASAP}/Chopin/Etudes_op_25/5/OUSSET02.mid,{ASAP}/Chopin/Etudes_op_25/5/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/5/OUSSET02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/5/midi_score_annotations.txt,subset_S/Chopin/194_ASAP_Etudes_op_25_5,S_883_Kontakt_Grandeur_soft.wav,S_883_ASAP.mid,ASAP_5.mid,True,S_883_ASAP_annotation.tsv,ASAP_5_annotation.tsv,231.8860680708333,train,S_883_ASAP_align_annot.csv,0.903107861060329,0.7945315641334941
S_884,Chopin,195,ASAP_Etudes_op_25_8,ASAP,,{ASAP}/Chopin/Etudes_op_25/8/DeTurck02.mid,{ASAP}/Chopin/Etudes_op_25/8/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/8/DeTurck02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/8/midi_score_annotations.txt,subset_S/Chopin/195_ASAP_Etudes_op_25_8,S_884_Kontakt_Grandeur_soft.wav,S_884_ASAP.mid,ASAP_8.mid,True,S_884_ASAP_annotation.tsv,ASAP_8_annotation.tsv,72.90190359375,train,S_884_ASAP_align_annot.csv,0.9703166226912929,0.9508726567550096
S_885,Chopin,195,ASAP_Etudes_op_25_8,ASAP,,{ASAP}/Chopin/Etudes_op_25/8/MORET03.mid,{ASAP}/Chopin/Etudes_op_25/8/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/8/MORET03_annotations.txt,{ASAP}/Chopin/Etudes_op_25/8/midi_score_annotations.txt,subset_S/Chopin/195_ASAP_Etudes_op_25_8,S_885_Kontakt_Grandeur_hard.wav,S_885_ASAP.mid,ASAP_8.mid,True,S_885_ASAP_annotation.tsv,ASAP_8_annotation.tsv,74.78304487499999,train,S_885_ASAP_align_annot.csv,0.9425142135186355,0.9644473173884939
S_886,Chopin,195,ASAP_Etudes_op_25_8,ASAP,,{ASAP}/Chopin/Etudes_op_25/8/SOLOM03.mid,{ASAP}/Chopin/Etudes_op_25/8/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/8/SOLOM03_annotations.txt,{ASAP}/Chopin/Etudes_op_25/8/midi_score_annotations.txt,subset_S/Chopin/195_ASAP_Etudes_op_25_8,S_886_Kontakt_Grandeur_hard.wav,S_886_ASAP.mid,ASAP_8.mid,True,S_886_ASAP_annotation.tsv,ASAP_8_annotation.tsv,69.04680485833333,train,S_886_ASAP_align_annot.csv,0.9789259007477906,0.9308338720103426
S_887,Chopin,195,ASAP_Etudes_op_25_8,ASAP,,{ASAP}/Chopin/Etudes_op_25/8/Toscano02.mid,{ASAP}/Chopin/Etudes_op_25/8/midi_score.mid,{ASAP}/Chopin/Etudes_op_25/8/Toscano02_annotations.txt,{ASAP}/Chopin/Etudes_op_25/8/midi_score_annotations.txt,subset_S/Chopin/195_ASAP_Etudes_op_25_8,S_887_Kontakt_Gentleman_soft.wav,S_887_ASAP.mid,ASAP_8.mid,True,S_887_ASAP_annotation.tsv,ASAP_8_annotation.tsv,67.65351140625,train,S_887_ASAP_align_annot.csv,0.9835051546391752,0.925016160310278
S_888,Chopin,223,ASAP_Polonaises_53,ASAP,,{ASAP}/Chopin/Polonaises/53/Chon08M.mid,{ASAP}/Chopin/Polonaises/53/midi_score.mid,{ASAP}/Chopin/Polonaises/53/Chon08M_annotations.txt,{ASAP}/Chopin/Polonaises/53/midi_score_annotations.txt,subset_S/Chopin/223_ASAP_Polonaises_53,S_888_Kontakt_Giant_soft.wav,S_888_ASAP.mid,ASAP_53.mid,True,S_888_ASAP_annotation.tsv,ASAP_53_annotation.tsv,381.06640625,test,S_888_ASAP_align_annot.csv,0.904890871435399,0.9038828771483132
S_889,Chopin,223,ASAP_Polonaises_53,ASAP,,{ASAP}/Chopin/Polonaises/53/YeF11M.mid,{ASAP}/Chopin/Polonaises/53/midi_score.mid,{ASAP}/Chopin/Polonaises/53/YeF11M_annotations.txt,{ASAP}/Chopin/Polonaises/53/midi_score_annotations.txt,subset_S/Chopin/223_ASAP_Polonaises_53,S_889_Kontakt_Grandeur_soft.wav,S_889_ASAP.mid,ASAP_53.mid,True,S_889_ASAP_annotation.tsv,ASAP_53_annotation.tsv,457.5221354166666,test,S_889_ASAP_align_annot.csv,0.9082329970712658,0.8882877148313176
S_890,Chopin,224,ASAP_Scherzos_20,ASAP,,{ASAP}/Chopin/Scherzos/20/Kurz04M.mid,{ASAP}/Chopin/Scherzos/20/midi_score.mid,{ASAP}/Chopin/Scherzos/20/Kurz04M_annotations.txt,{ASAP}/Chopin/Scherzos/20/midi_score_annotations.txt,subset_S/Chopin/224_ASAP_Scherzos_20,S_890_Kontakt_Gentleman_soft.wav,S_890_ASAP.mid,ASAP_20.mid,True,S_890_ASAP_annotation.tsv,ASAP_20_annotation.tsv,506.9609375,train,S_890_ASAP_align_annot.csv,0.8826420287006094,0.9377610693400167
S_891,Chopin,224,ASAP_Scherzos_20,ASAP,,{ASAP}/Chopin/Scherzos/20/Wong03.mid,{ASAP}/Chopin/Scherzos/20/midi_score.mid,{ASAP}/Chopin/Scherzos/20/Wong03_annotations.txt,{ASAP}/Chopin/Scherzos/20/midi_score_annotations.txt,subset_S/Chopin/224_ASAP_Scherzos_20,S_891_Kontakt_Grandeur_soft.wav,S_891_ASAP.mid,ASAP_20.mid,True,S_891_ASAP_annotation.tsv,ASAP_20_annotation.tsv,539.43722765625,train,S_891_ASAP_align_annot.csv,0.9037381367422042,0.9745196324143692
S_892,Chopin,224,ASAP_Scherzos_20,ASAP,,{ASAP}/Chopin/Scherzos/20/Wong04M.mid,{ASAP}/Chopin/Scherzos/20/midi_score.mid,{ASAP}/Chopin/Scherzos/20/Wong04M_annotations.txt,{ASAP}/Chopin/Scherzos/20/midi_score_annotations.txt,subset_S/Chopin/224_ASAP_Scherzos_20,S_892_Kontakt_Gentleman_soft.wav,S_892_ASAP.mid,ASAP_20.mid,False,S_892_ASAP_annotation.tsv,ASAP_20_annotation.tsv,551.35546875,train,-1,-1.0,-1.0
S_893,Chopin,224,ASAP_Scherzos_20,ASAP,,{ASAP}/Chopin/Scherzos/20/ZhangYunling04M.mid,{ASAP}/Chopin/Scherzos/20/midi_score.mid,{ASAP}/Chopin/Scherzos/20/ZhangYunling04M_annotations.txt,{ASAP}/Chopin/Scherzos/20/midi_score_annotations.txt,subset_S/Chopin/224_ASAP_Scherzos_20,S_893_Kontakt_Giant_soft.wav,S_893_ASAP.mid,ASAP_20.mid,True,S_893_ASAP_annotation.tsv,ASAP_20_annotation.tsv,527.5611979166666,train,S_893_ASAP_align_annot.csv,0.9589722337339411,0.9665831244778613
S_894,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/ChenW04M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/ChenW04M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_894_Kontakt_Grandeur_soft.wav,S_894_ASAP.mid,ASAP_31.mid,True,S_894_ASAP_annotation.tsv,ASAP_31_annotation.tsv,622.3125,train,S_894_ASAP_align_annot.csv,0.9035574412532638,0.9088969139855548
S_895,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/Dossin06.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/Dossin06_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_895_Kontakt_Grandeur_hard.wav,S_895_ASAP.mid,ASAP_31.mid,True,S_895_ASAP_annotation.tsv,ASAP_31_annotation.tsv,592.915005375,train,S_895_ASAP_align_annot.csv,0.9228585740524294,0.9072554169402495
S_896,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/HuNY08M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/HuNY08M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_896_Kontakt_Giant_hard.wav,S_896_ASAP.mid,ASAP_31.mid,True,S_896_ASAP_annotation.tsv,ASAP_31_annotation.tsv,581.0135416666667,train,S_896_ASAP_align_annot.csv,0.9263140385894877,0.9141497045305318
S_897,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/Jussow04.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/Jussow04_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_897_Kontakt_Giant_hard.wav,S_897_ASAP.mid,ASAP_31.mid,True,S_897_ASAP_annotation.tsv,ASAP_31_annotation.tsv,575.0314762500001,train,S_897_ASAP_align_annot.csv,0.9113037679226409,0.897242284963887
S_898,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/Jussow11M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/Jussow11M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_898_Kontakt_Grandeur_hard.wav,S_898_ASAP.mid,ASAP_31.mid,True,S_898_ASAP_annotation.tsv,ASAP_31_annotation.tsv,567.0403645833333,train,S_898_ASAP_align_annot.csv,0.917462482946794,0.8831254103742613
S_899,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/LeeN04M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/LeeN04M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_899_Kontakt_Gentleman_hard.wav,S_899_ASAP.mid,ASAP_31.mid,True,S_899_ASAP_annotation.tsv,ASAP_31_annotation.tsv,582.0802083333333,train,S_899_ASAP_align_annot.csv,0.9367367706919946,0.9065988181221274
S_900,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/LinTami06M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/LinTami06M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_900_Kontakt_Gentleman_soft.wav,S_900_ASAP.mid,ASAP_31.mid,True,S_900_ASAP_annotation.tsv,ASAP_31_annotation.tsv,551.9583333333333,train,S_900_ASAP_align_annot.csv,0.9213995943204868,0.8947800393959291
S_901,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/LuoJ12M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/LuoJ12M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_901_Kontakt_Grandeur_soft.wav,S_901_ASAP.mid,ASAP_31.mid,True,S_901_ASAP_annotation.tsv,ASAP_31_annotation.tsv,536.0541666666667,train,S_901_ASAP_align_annot.csv,0.9281964436917867,0.8997045305318451
S_902,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/SunD04M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/SunD04M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_902_Kontakt_Grandeur_hard.wav,S_902_ASAP.mid,ASAP_31.mid,True,S_902_ASAP_annotation.tsv,ASAP_31_annotation.tsv,535.1177083333333,train,S_902_ASAP_align_annot.csv,0.909998363606611,0.9128365068942876
S_903,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/TongB04M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/TongB04M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_903_Kontakt_Grandeur_hard.wav,S_903_ASAP.mid,ASAP_31.mid,True,S_903_ASAP_annotation.tsv,ASAP_31_annotation.tsv,559.8447916666667,train,S_903_ASAP_align_annot.csv,0.9304229195088677,0.8956007879185818
S_904,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/TuanS05M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/TuanS05M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_904_Kontakt_Gentleman_hard.wav,S_904_ASAP.mid,ASAP_31.mid,True,S_904_ASAP_annotation.tsv,ASAP_31_annotation.tsv,583.8635416666666,train,S_904_ASAP_align_annot.csv,0.9323140353891084,0.8908404464871963
S_905,Chopin,225,ASAP_Scherzos_31,ASAP,,{ASAP}/Chopin/Scherzos/31/ZhangW04M.mid,{ASAP}/Chopin/Scherzos/31/midi_score.mid,{ASAP}/Chopin/Scherzos/31/ZhangW04M_annotations.txt,{ASAP}/Chopin/Scherzos/31/midi_score_annotations.txt,subset_S/Chopin/225_ASAP_Scherzos_31,S_905_Kontakt_Gentleman_soft.wav,S_905_ASAP.mid,ASAP_31.mid,True,S_905_ASAP_annotation.tsv,ASAP_31_annotation.tsv,579.5541666666667,train,S_905_ASAP_align_annot.csv,0.9287863590772317,0.912015758371635
S_906,Chopin,226,ASAP_Scherzos_39,ASAP,,{ASAP}/Chopin/Scherzos/39/Arciglione13M.mid,{ASAP}/Chopin/Scherzos/39/midi_score.mid,{ASAP}/Chopin/Scherzos/39/Arciglione13M_annotations.txt,{ASAP}/Chopin/Scherzos/39/midi_score_annotations.txt,subset_S/Chopin/226_ASAP_Scherzos_39,S_906_Kontakt_Grandeur_hard.wav,S_906_ASAP.mid,ASAP_39.mid,True,S_906_ASAP_annotation.tsv,ASAP_39_annotation.tsv,434.7434895833333,train,S_906_ASAP_align_annot.csv,0.9504486929379633,0.9306590257879657
S_907,Chopin,226,ASAP_Scherzos_39,ASAP,,{ASAP}/Chopin/Scherzos/39/Bult-ItoS05M.mid,{ASAP}/Chopin/Scherzos/39/midi_score.mid,{ASAP}/Chopin/Scherzos/39/Bult-ItoS05M_annotations.txt,{ASAP}/Chopin/Scherzos/39/midi_score_annotations.txt,subset_S/Chopin/226_ASAP_Scherzos_39,S_907_Kontakt_Giant_soft.wav,S_907_ASAP.mid,ASAP_39.mid,True,S_907_ASAP_annotation.tsv,ASAP_39_annotation.tsv,418.9947916666667,train,S_907_ASAP_align_annot.csv,0.9495045731707317,0.951862464183381
S_908,Chopin,229,ASAP_Sonata_2_1st,ASAP,,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Giltburg02.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Giltburg02_annotations.txt,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score_annotations.txt,subset_S/Chopin/229_ASAP_Sonata_2_1st,S_908_Kontakt_Gentleman_hard.wav,S_908_ASAP.mid,ASAP_1st_no_repeat.mid,True,S_908_ASAP_annotation.tsv,ASAP_1st_no_repeat_annotation.tsv,307.94166666666666,test,S_908_ASAP_align_annot.csv,0.8949892112203308,0.941963159222811
S_909,Chopin,229,ASAP_Sonata_2_1st,ASAP,,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Jia03.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Jia03_annotations.txt,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score_annotations.txt,subset_S/Chopin/229_ASAP_Sonata_2_1st,S_909_Kontakt_Gentleman_soft.wav,S_909_ASAP.mid,ASAP_1st_no_repeat.mid,True,S_909_ASAP_annotation.tsv,ASAP_1st_no_repeat_annotation.tsv,311.66977380000003,test,S_909_ASAP_align_annot.csv,0.9237451737451737,0.9659348978046934
S_910,Chopin,229,ASAP_Sonata_2_1st,ASAP,,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Knoll10.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/Knoll10_annotations.txt,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score_annotations.txt,subset_S/Chopin/229_ASAP_Sonata_2_1st,S_910_Kontakt_Grandeur_hard.wav,S_910_ASAP.mid,ASAP_1st_no_repeat.mid,True,S_910_ASAP_annotation.tsv,ASAP_1st_no_repeat_annotation.tsv,300.5338541666667,test,S_910_ASAP_align_annot.csv,0.9627965043695381,0.9730002523340904
S_911,Chopin,229,ASAP_Sonata_2_1st,ASAP,,{ASAP}/Chopin/Sonata_2/1st_no_repeat/MATSUM03.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/1st_no_repeat/MATSUM03_annotations.txt,{ASAP}/Chopin/Sonata_2/1st_no_repeat/midi_score_annotations.txt,subset_S/Chopin/229_ASAP_Sonata_2_1st,S_911_Kontakt_Maverick_soft.wav,S_911_ASAP.mid,ASAP_1st_no_repeat.mid,True,S_911_ASAP_annotation.tsv,ASAP_1st_no_repeat_annotation.tsv,311.14605637499994,test,S_911_ASAP_align_annot.csv,0.9406265790803436,0.939439818319455
S_912,Chopin,230,ASAP_Sonata_2_2nd,ASAP,,{ASAP}/Chopin/Sonata_2/2nd/KaszoS14.mid,{ASAP}/Chopin/Sonata_2/2nd/midi_score.mid,{ASAP}/Chopin/Sonata_2/2nd/KaszoS14_annotations.txt,{ASAP}/Chopin/Sonata_2/2nd/midi_score_annotations.txt,subset_S/Chopin/230_ASAP_Sonata_2_2nd,S_912_Kontakt_Grandeur_hard.wav,S_912_ASAP.mid,ASAP_2nd.mid,True,S_912_ASAP_annotation.tsv,ASAP_2nd_annotation.tsv,396.35510578125,validation,S_912_ASAP_align_annot.csv,0.9309138609532138,0.867916836526702
S_913,Chopin,230,ASAP_Sonata_2_2nd,ASAP,,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/Giltburg02.mid,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/Giltburg02_annotations.txt,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/midi_score_annotations.txt,subset_S/Chopin/230_ASAP_Sonata_2_2nd,S_913_Kontakt_Giant_soft.wav,S_913_ASAP.mid,ASAP_2nd_no_repeat.mid,True,S_913_ASAP_annotation.tsv,ASAP_2nd_no_repeat_annotation.tsv,333.3385416666667,validation,S_913_ASAP_align_annot.csv,0.9159885112494016,0.8759441519798581
S_914,Chopin,230,ASAP_Sonata_2_2nd,ASAP,,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/Knoll10.mid,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/Knoll10_annotations.txt,{ASAP}/Chopin/Sonata_2/2nd_no_repeat/midi_score_annotations.txt,subset_S/Chopin/230_ASAP_Sonata_2_2nd,S_914_Kontakt_Gentleman_soft.wav,S_914_ASAP.mid,ASAP_2nd_no_repeat.mid,True,S_914_ASAP_annotation.tsv,ASAP_2nd_no_repeat_annotation.tsv,321.6458333333333,validation,S_914_ASAP_align_annot.csv,0.9627737226277372,0.9056992446784161
S_915,Chopin,231,ASAP_Sonata_2_3rd,ASAP,,{ASAP}/Chopin/Sonata_2/3rd/Giltburg02.mid,{ASAP}/Chopin/Sonata_2/3rd/midi_score.mid,{ASAP}/Chopin/Sonata_2/3rd/Giltburg02_annotations.txt,{ASAP}/Chopin/Sonata_2/3rd/midi_score_annotations.txt,subset_S/Chopin/231_ASAP_Sonata_2_3rd,S_915_Kontakt_Grandeur_soft.wav,S_915_ASAP.mid,ASAP_3rd.mid,True,S_915_ASAP_annotation.tsv,ASAP_3rd_annotation.tsv,429.9947916666667,train,S_915_ASAP_align_annot.csv,0.8345021037868162,0.6986301369863014
S_916,Chopin,231,ASAP_Sonata_2_3rd,ASAP,,{ASAP}/Chopin/Sonata_2/3rd/KaszoS15.mid,{ASAP}/Chopin/Sonata_2/3rd/midi_score.mid,{ASAP}/Chopin/Sonata_2/3rd/KaszoS15_annotations.txt,{ASAP}/Chopin/Sonata_2/3rd/midi_score_annotations.txt,subset_S/Chopin/231_ASAP_Sonata_2_3rd,S_916_Kontakt_Grandeur_hard.wav,S_916_ASAP.mid,ASAP_3rd.mid,False,S_916_ASAP_annotation.tsv,ASAP_3rd_annotation.tsv,507.782611875,train,-1,-1.0,-1.0
S_917,Chopin,231,ASAP_Sonata_2_3rd,ASAP,,{ASAP}/Chopin/Sonata_2/3rd_no_repeat/Knoll10.mid,{ASAP}/Chopin/Sonata_2/3rd_no_repeat/midi_score.mid,{ASAP}/Chopin/Sonata_2/3rd_no_repeat/Knoll10_annotations.txt,{ASAP}/Chopin/Sonata_2/3rd_no_repeat/midi_score_annotations.txt,subset_S/Chopin/231_ASAP_Sonata_2_3rd,S_917_Kontakt_Giant_soft.wav,S_917_ASAP.mid,ASAP_3rd_no_repeat.mid,True,S_917_ASAP_annotation.tsv,ASAP_3rd_no_repeat_annotation.tsv,389.93385416666666,train,S_917_ASAP_align_annot.csv,0.8637974683544304,0.7117229870671673
S_918,Chopin,232,ASAP_Sonata_2_4th,ASAP,,{ASAP}/Chopin/Sonata_2/4th/Giltburg02.mid,{ASAP}/Chopin/Sonata_2/4th/midi_score.mid,{ASAP}/Chopin/Sonata_2/4th/Giltburg02_annotations.txt,{ASAP}/Chopin/Sonata_2/4th/midi_score_annotations.txt,subset_S/Chopin/232_ASAP_Sonata_2_4th,S_918_Kontakt_Gentleman_soft.wav,S_918_ASAP.mid,ASAP_4th.mid,True,S_918_ASAP_annotation.tsv,ASAP_4th_annotation.tsv,84.88541666666667,test,S_918_ASAP_align_annot.csv,0.9608520437535981,0.9231194690265486
S_919,Chopin,232,ASAP_Sonata_2_4th,ASAP,,{ASAP}/Chopin/Sonata_2/4th/KaszoS16M.mid,{ASAP}/Chopin/Sonata_2/4th/midi_score.mid,{ASAP}/Chopin/Sonata_2/4th/KaszoS16M_annotations.txt,{ASAP}/Chopin/Sonata_2/4th/midi_score_annotations.txt,subset_S/Chopin/232_ASAP_Sonata_2_4th,S_919_Kontakt_Maverick_soft.wav,S_919_ASAP.mid,ASAP_4th.mid,True,S_919_ASAP_annotation.tsv,ASAP_4th_annotation.tsv,81.88411458333333,test,S_919_ASAP_align_annot.csv,0.9863985807214666,0.922566371681416
S_920,Chopin,232,ASAP_Sonata_2_4th,ASAP,,{ASAP}/Chopin/Sonata_2/4th/Knoll10.mid,{ASAP}/Chopin/Sonata_2/4th/midi_score.mid,{ASAP}/Chopin/Sonata_2/4th/Knoll10_annotations.txt,{ASAP}/Chopin/Sonata_2/4th/midi_score_annotations.txt,subset_S/Chopin/232_ASAP_Sonata_2_4th,S_920_Kontakt_Maverick_hard.wav,S_920_ASAP.mid,ASAP_4th.mid,True,S_920_ASAP_annotation.tsv,ASAP_4th_annotation.tsv,74.70052083333333,test,S_920_ASAP_align_annot.csv,0.972926267281106,0.9341814159292036
S_921,Chopin,233,ASAP_Sonata_3_2nd,ASAP,,{ASAP}/Chopin/Sonata_3/2nd/GarritsonL09.mid,{ASAP}/Chopin/Sonata_3/2nd/midi_score.mid,{ASAP}/Chopin/Sonata_3/2nd/GarritsonL09_annotations.txt,{ASAP}/Chopin/Sonata_3/2nd/midi_score_annotations.txt,subset_S/Chopin/233_ASAP_Sonata_3_2nd,S_921_Kontakt_Gentleman_soft.wav,S_921_ASAP.mid,ASAP_2nd.mid,True,S_921_ASAP_annotation.tsv,ASAP_2nd_annotation.tsv,158.93547140625,train,S_921_ASAP_align_annot.csv,0.9528571428571428,0.9193659545141282
