performance_id,piece_id,composer,title,source,performance_audio,performance_MIDI,MIDI_score,split
S_881,193,Chopin,ASAP_Etudes_op_25_4,ASAP,subset_S\Chopin\193_ASAP_Etudes_op_25_4\S_881_performance.wav,{ASAP}\Chopin/Etudes_op_25/4/UENO02.mid,{ASAP}\Chopin/Etudes_op_25/4/midi_score.mid,testing
S_882,194,Chopin,ASAP_Etudes_op_25_5,ASAP,subset_S\Chopin\194_ASAP_Etudes_op_25_5\S_882_performance.wav,{ASAP}\Chopin/Etudes_op_25/5/Levitsky10M.mid,{ASAP}\Chopin/Etudes_op_25/5/midi_score.mid,training
S_883,194,Chopin,ASAP_Etudes_op_25_5,ASAP,subset_S\Chopin\194_ASAP_Etudes_op_25_5\S_883_performance.wav,{ASAP}\Chopin/Etudes_op_25/5/OUSSET02.mid,{ASAP}\Chopin/Etudes_op_25/5/midi_score.mid,training
S_884,195,Chopin,ASAP_Etudes_op_25_8,ASAP,subset_S\Chopin\195_ASAP_Etudes_op_25_8\S_884_performance.wav,{ASAP}\Chopin/Etudes_op_25/8/DeTurck02.mid,{ASAP}\Chopin/Etudes_op_25/8/midi_score.mid,training
S_885,195,Chopin,ASAP_Etudes_op_25_8,ASAP,subset_S\Chopin\195_ASAP_Etudes_op_25_8\S_885_performance.wav,{ASAP}\Chopin/Etudes_op_25/8/MORET03.mid,{ASAP}\Chopin/Etudes_op_25/8/midi_score.mid,training
S_886,195,Chopin,ASAP_Etudes_op_25_8,ASAP,subset_S\Chopin\195_ASAP_Etudes_op_25_8\S_886_performance.wav,{ASAP}\Chopin/Etudes_op_25/8/SOLOM03.mid,{ASAP}\Chopin/Etudes_op_25/8/midi_score.mid,training
S_887,195,Chopin,ASAP_Etudes_op_25_8,ASAP,subset_S\Chopin\195_ASAP_Etudes_op_25_8\S_887_performance.wav,{ASAP}\Chopin/Etudes_op_25/8/Toscano02.mid,{ASAP}\Chopin/Etudes_op_25/8/midi_score.mid,training
S_888,223,Chopin,ASAP_Polonaises_53,ASAP,subset_S\Chopin\223_ASAP_Polonaises_53\S_888_performance.wav,{ASAP}\Chopin/Polonaises/53/Chon08M.mid,{ASAP}\Chopin/Polonaises/53/midi_score.mid,training
S_889,223,Chopin,ASAP_Polonaises_53,ASAP,subset_S\Chopin\223_ASAP_Polonaises_53\S_889_performance.wav,{ASAP}\Chopin/Polonaises/53/YeF11M.mid,{ASAP}\Chopin/Polonaises/53/midi_score.mid,training
S_890,224,Chopin,ASAP_Scherzos_20,ASAP,subset_S\Chopin\224_ASAP_Scherzos_20\S_890_performance.wav,{ASAP}\Chopin/Scherzos/20/Kurz04M.mid,{ASAP}\Chopin/Scherzos/20/midi_score.mid,training
S_891,224,Chopin,ASAP_Scherzos_20,ASAP,subset_S\Chopin\224_ASAP_Scherzos_20\S_891_performance.wav,{ASAP}\Chopin/Scherzos/20/Wong03.mid,{ASAP}\Chopin/Scherzos/20/midi_score.mid,training
S_892,224,Chopin,ASAP_Scherzos_20,ASAP,subset_S\Chopin\224_ASAP_Scherzos_20\S_892_performance.wav,{ASAP}\Chopin/Scherzos/20/Wong04M.mid,{ASAP}\Chopin/Scherzos/20/midi_score.mid,training
S_893,224,Chopin,ASAP_Scherzos_20,ASAP,subset_S\Chopin\224_ASAP_Scherzos_20\S_893_performance.wav,{ASAP}\Chopin/Scherzos/20/ZhangYunling04M.mid,{ASAP}\Chopin/Scherzos/20/midi_score.mid,training
S_894,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_894_performance.wav,{ASAP}\Chopin/Scherzos/31/ChenW04M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_895,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_895_performance.wav,{ASAP}\Chopin/Scherzos/31/Dossin06.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_896,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_896_performance.wav,{ASAP}\Chopin/Scherzos/31/HuNY08M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_897,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_897_performance.wav,{ASAP}\Chopin/Scherzos/31/Jussow04.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_898,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_898_performance.wav,{ASAP}\Chopin/Scherzos/31/Jussow11M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_899,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_899_performance.wav,{ASAP}\Chopin/Scherzos/31/LeeN04M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_900,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_900_performance.wav,{ASAP}\Chopin/Scherzos/31/LinTami06M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_901,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_901_performance.wav,{ASAP}\Chopin/Scherzos/31/LuoJ12M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_902,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_902_performance.wav,{ASAP}\Chopin/Scherzos/31/SunD04M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_903,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_903_performance.wav,{ASAP}\Chopin/Scherzos/31/TongB04M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_904,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_904_performance.wav,{ASAP}\Chopin/Scherzos/31/TuanS05M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_905,225,Chopin,ASAP_Scherzos_31,ASAP,subset_S\Chopin\225_ASAP_Scherzos_31\S_905_performance.wav,{ASAP}\Chopin/Scherzos/31/ZhangW04M.mid,{ASAP}\Chopin/Scherzos/31/midi_score.mid,training
S_906,226,Chopin,ASAP_Scherzos_39,ASAP,subset_S\Chopin\226_ASAP_Scherzos_39\S_906_performance.wav,{ASAP}\Chopin/Scherzos/39/Arciglione13M.mid,{ASAP}\Chopin/Scherzos/39/midi_score.mid,training
S_907,226,Chopin,ASAP_Scherzos_39,ASAP,subset_S\Chopin\226_ASAP_Scherzos_39\S_907_performance.wav,{ASAP}\Chopin/Scherzos/39/Bult-ItoS05M.mid,{ASAP}\Chopin/Scherzos/39/midi_score.mid,training
S_908,229,Chopin,ASAP_Sonata_2_1st,ASAP,subset_S\Chopin\229_ASAP_Sonata_2_1st\S_908_performance.wav,{ASAP}\Chopin/Sonata_2/1st_no_repeat/Giltburg02.mid,{ASAP}\Chopin/Sonata_2/1st_no_repeat/midi_score.mid,testing
S_909,229,Chopin,ASAP_Sonata_2_1st,ASAP,subset_S\Chopin\229_ASAP_Sonata_2_1st\S_909_performance.wav,{ASAP}\Chopin/Sonata_2/1st_no_repeat/Jia03.mid,{ASAP}\Chopin/Sonata_2/1st_no_repeat/midi_score.mid,testing
S_910,229,Chopin,ASAP_Sonata_2_1st,ASAP,subset_S\Chopin\229_ASAP_Sonata_2_1st\S_910_performance.wav,{ASAP}\Chopin/Sonata_2/1st_no_repeat/Knoll10.mid,{ASAP}\Chopin/Sonata_2/1st_no_repeat/midi_score.mid,testing
S_911,229,Chopin,ASAP_Sonata_2_1st,ASAP,subset_S\Chopin\229_ASAP_Sonata_2_1st\S_911_performance.wav,{ASAP}\Chopin/Sonata_2/1st_no_repeat/MATSUM03.mid,{ASAP}\Chopin/Sonata_2/1st_no_repeat/midi_score.mid,testing
S_912,230,Chopin,ASAP_Sonata_2_2nd,ASAP,subset_S\Chopin\230_ASAP_Sonata_2_2nd\S_912_performance.wav,{ASAP}\Chopin/Sonata_2/2nd/KaszoS14.mid,{ASAP}\Chopin/Sonata_2/2nd/midi_score.mid,validation
S_913,230,Chopin,ASAP_Sonata_2_2nd,ASAP,subset_S\Chopin\230_ASAP_Sonata_2_2nd\S_913_performance.wav,{ASAP}\Chopin/Sonata_2/2nd_no_repeat/Giltburg02.mid,{ASAP}\Chopin/Sonata_2/2nd_no_repeat/midi_score.mid,validation
S_914,230,Chopin,ASAP_Sonata_2_2nd,ASAP,subset_S\Chopin\230_ASAP_Sonata_2_2nd\S_914_performance.wav,{ASAP}\Chopin/Sonata_2/2nd_no_repeat/Knoll10.mid,{ASAP}\Chopin/Sonata_2/2nd_no_repeat/midi_score.mid,validation
S_915,231,Chopin,ASAP_Sonata_2_3rd,ASAP,subset_S\Chopin\231_ASAP_Sonata_2_3rd\S_915_performance.wav,{ASAP}\Chopin/Sonata_2/3rd/Giltburg02.mid,{ASAP}\Chopin/Sonata_2/3rd/midi_score.mid,training
S_916,231,Chopin,ASAP_Sonata_2_3rd,ASAP,subset_S\Chopin\231_ASAP_Sonata_2_3rd\S_916_performance.wav,{ASAP}\Chopin/Sonata_2/3rd/KaszoS15.mid,{ASAP}\Chopin/Sonata_2/3rd/midi_score.mid,training
S_917,231,Chopin,ASAP_Sonata_2_3rd,ASAP,subset_S\Chopin\231_ASAP_Sonata_2_3rd\S_917_performance.wav,{ASAP}\Chopin/Sonata_2/3rd_no_repeat/Knoll10.mid,{ASAP}\Chopin/Sonata_2/3rd_no_repeat/midi_score.mid,training
S_918,232,Chopin,ASAP_Sonata_2_4th,ASAP,subset_S\Chopin\232_ASAP_Sonata_2_4th\S_918_performance.wav,{ASAP}\Chopin/Sonata_2/4th/Giltburg02.mid,{ASAP}\Chopin/Sonata_2/4th/midi_score.mid,training
S_919,232,Chopin,ASAP_Sonata_2_4th,ASAP,subset_S\Chopin\232_ASAP_Sonata_2_4th\S_919_performance.wav,{ASAP}\Chopin/Sonata_2/4th/KaszoS16M.mid,{ASAP}\Chopin/Sonata_2/4th/midi_score.mid,training
S_920,232,Chopin,ASAP_Sonata_2_4th,ASAP,subset_S\Chopin\232_ASAP_Sonata_2_4th\S_920_performance.wav,{ASAP}\Chopin/Sonata_2/4th/Knoll10.mid,{ASAP}\Chopin/Sonata_2/4th/midi_score.mid,training
S_921,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_921_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/GarritsonL09.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_922,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_922_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/HONG08.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_923,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_923_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/HuangSW04.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_924,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_924_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/Huangci06.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_925,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_925_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/KimSJ08.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_926,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_926_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/KimSY21.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_927,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_927_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/SCHU09.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_928,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_928_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/Shybayeva07.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_929,233,Chopin,ASAP_Sonata_3_2nd,ASAP,subset_S\Chopin\233_ASAP_Sonata_3_2nd\S_929_performance.wav,{ASAP}\Chopin/Sonata_3/2nd/mikahailoff01.mid,{ASAP}\Chopin/Sonata_3/2nd/midi_score.mid,training
S_930,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_930_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/GarritsonL10.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_931,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_931_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/HONG08.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_932,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_932_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/HuangSW05.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_933,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_933_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/Huangci06.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_934,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_934_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/KimSJ09.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_935,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_935_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/KimSY22.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_936,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_936_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/SCHU09.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_937,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_937_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/Shybayeva07.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_938,234,Chopin,ASAP_Sonata_3_3rd,ASAP,subset_S\Chopin\234_ASAP_Sonata_3_3rd\S_938_performance.wav,{ASAP}\Chopin/Sonata_3/3rd/mikahailoff01.mid,{ASAP}\Chopin/Sonata_3/3rd/midi_score.mid,training
S_939,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_939_performance.wav,{ASAP}\Chopin/Sonata_3/4th/GarritsonL11M.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_940,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_940_performance.wav,{ASAP}\Chopin/Sonata_3/4th/HONG08.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_941,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_941_performance.wav,{ASAP}\Chopin/Sonata_3/4th/HuangSW06M.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_942,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_942_performance.wav,{ASAP}\Chopin/Sonata_3/4th/Huangci06.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_943,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_943_performance.wav,{ASAP}\Chopin/Sonata_3/4th/KimSJ10M.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_944,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_944_performance.wav,{ASAP}\Chopin/Sonata_3/4th/KimSY23M.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_945,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_945_performance.wav,{ASAP}\Chopin/Sonata_3/4th/SCHU09.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_946,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_946_performance.wav,{ASAP}\Chopin/Sonata_3/4th/Shybayeva07.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_947,235,Chopin,ASAP_Sonata_3_4th,ASAP,subset_S\Chopin\235_ASAP_Sonata_3_4th\S_947_performance.wav,{ASAP}\Chopin/Sonata_3/4th/mikahailoff01.mid,{ASAP}\Chopin/Sonata_3/4th/midi_score.mid,training
S_948,254,Debussy,ASAP_Images_Book_1_1_Reflets_dans_lEau,ASAP,subset_S\Debussy\254_ASAP_Images_Book_1_1_Reflets_dans_lEau\S_948_performance.wav,{ASAP}\Debussy/Images_Book_1/1_Reflets_dans_lEau/Kleisen11M.mid,{ASAP}\Debussy/Images_Book_1/1_Reflets_dans_lEau/midi_score.mid,validation
S_949,254,Debussy,ASAP_Images_Book_1_1_Reflets_dans_lEau,ASAP,subset_S\Debussy\254_ASAP_Images_Book_1_1_Reflets_dans_lEau\S_949_performance.wav,{ASAP}\Debussy/Images_Book_1/1_Reflets_dans_lEau/ParkJH13M.mid,{ASAP}\Debussy/Images_Book_1/1_Reflets_dans_lEau/midi_score.mid,validation
S_950,255,Debussy,ASAP_Pour_le_Piano_1,ASAP,subset_S\Debussy\255_ASAP_Pour_le_Piano_1\S_950_performance.wav,{ASAP}\Debussy/Pour_le_Piano/1/MunA12M.mid,{ASAP}\Debussy/Pour_le_Piano/1/midi_score.mid,training
S_951,266,Glinka,ASAP_The_Lark,ASAP,subset_S\Glinka\266_ASAP_The_Lark\S_951_performance.wav,{ASAP}\Glinka/The_Lark/Denisova10M.mid,{ASAP}\Glinka/The_Lark/midi_score.mid,training
S_952,266,Glinka,ASAP_The_Lark,ASAP,subset_S\Glinka\266_ASAP_The_Lark\S_952_performance.wav,{ASAP}\Glinka/The_Lark/Kleisen07M.mid,{ASAP}\Glinka/The_Lark/midi_score.mid,training
S_953,288,Haydn,ASAP_Keyboard_Sonatas_31-1,ASAP,subset_S\Haydn\288_ASAP_Keyboard_Sonatas_31-1\S_953_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/31-1/Masycheva01.mid,{ASAP}\Haydn/Keyboard_Sonatas/31-1/midi_score.mid,training
S_954,288,Haydn,ASAP_Keyboard_Sonatas_31-1,ASAP,subset_S\Haydn\288_ASAP_Keyboard_Sonatas_31-1\S_954_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/31-1/SCHU02.mid,{ASAP}\Haydn/Keyboard_Sonatas/31-1/midi_score.mid,training
S_955,288,Haydn,ASAP_Keyboard_Sonatas_31-1,ASAP,subset_S\Haydn\288_ASAP_Keyboard_Sonatas_31-1\S_955_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/31-1/Song05M.mid,{ASAP}\Haydn/Keyboard_Sonatas/31-1/midi_score.mid,training
S_956,288,Haydn,ASAP_Keyboard_Sonatas_31-1,ASAP,subset_S\Haydn\288_ASAP_Keyboard_Sonatas_31-1\S_956_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/31-1/Zagalskaia02.mid,{ASAP}\Haydn/Keyboard_Sonatas/31-1/midi_score.mid,training
S_957,289,Haydn,ASAP_Keyboard_Sonatas_32-1,ASAP,subset_S\Haydn\289_ASAP_Keyboard_Sonatas_32-1\S_957_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/32-1/Pavlovic02.mid,{ASAP}\Haydn/Keyboard_Sonatas/32-1/midi_score.mid,training
S_958,289,Haydn,ASAP_Keyboard_Sonatas_32-1,ASAP,subset_S\Haydn\289_ASAP_Keyboard_Sonatas_32-1\S_958_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/32-1/SUDBIN01.mid,{ASAP}\Haydn/Keyboard_Sonatas/32-1/midi_score.mid,training
S_959,289,Haydn,ASAP_Keyboard_Sonatas_32-1,ASAP,subset_S\Haydn\289_ASAP_Keyboard_Sonatas_32-1\S_959_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/Goldberg01.mid,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/midi_score.mid,training
S_960,289,Haydn,ASAP_Keyboard_Sonatas_32-1,ASAP,subset_S\Haydn\289_ASAP_Keyboard_Sonatas_32-1\S_960_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/Guzman01.mid,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/midi_score.mid,training
S_961,289,Haydn,ASAP_Keyboard_Sonatas_32-1,ASAP,subset_S\Haydn\289_ASAP_Keyboard_Sonatas_32-1\S_961_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/MCVEY01.mid,{ASAP}\Haydn/Keyboard_Sonatas/32-1_no_repeat/midi_score.mid,training
S_962,296,Haydn,ASAP_Keyboard_Sonatas_39-1,ASAP,subset_S\Haydn\296_ASAP_Keyboard_Sonatas_39-1\S_962_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/39-1/Yarden02.mid,{ASAP}\Haydn/Keyboard_Sonatas/39-1/midi_score.mid,training
S_963,296,Haydn,ASAP_Keyboard_Sonatas_39-1,ASAP,subset_S\Haydn\296_ASAP_Keyboard_Sonatas_39-1\S_963_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/39-1/Yarden07M.mid,{ASAP}\Haydn/Keyboard_Sonatas/39-1/midi_score.mid,training
S_964,297,Haydn,ASAP_Keyboard_Sonatas_39-2,ASAP,subset_S\Haydn\297_ASAP_Keyboard_Sonatas_39-2\S_964_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/39-2/Yarden07.mid,{ASAP}\Haydn/Keyboard_Sonatas/39-2/midi_score.mid,training
S_965,298,Haydn,ASAP_Keyboard_Sonatas_39-3,ASAP,subset_S\Haydn\298_ASAP_Keyboard_Sonatas_39-3\S_965_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/39-3/Yarden07M.mid,{ASAP}\Haydn/Keyboard_Sonatas/39-3/midi_score.mid,training
S_966,304,Haydn,ASAP_Keyboard_Sonatas_46-1,ASAP,subset_S\Haydn\304_ASAP_Keyboard_Sonatas_46-1\S_966_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/46-1/Bach01.mid,{ASAP}\Haydn/Keyboard_Sonatas/46-1/midi_score.mid,training
S_967,304,Haydn,ASAP_Keyboard_Sonatas_46-1,ASAP,subset_S\Haydn\304_ASAP_Keyboard_Sonatas_46-1\S_967_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/46-1/GORDEL01.mid,{ASAP}\Haydn/Keyboard_Sonatas/46-1/midi_score.mid,training
S_968,304,Haydn,ASAP_Keyboard_Sonatas_46-1,ASAP,subset_S\Haydn\304_ASAP_Keyboard_Sonatas_46-1\S_968_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/46-1/Shilyaev01.mid,{ASAP}\Haydn/Keyboard_Sonatas/46-1/midi_score.mid,training
S_969,304,Haydn,ASAP_Keyboard_Sonatas_46-1,ASAP,subset_S\Haydn\304_ASAP_Keyboard_Sonatas_46-1\S_969_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/46-1/WongWY02M.mid,{ASAP}\Haydn/Keyboard_Sonatas/46-1/midi_score.mid,training
S_970,304,Haydn,ASAP_Keyboard_Sonatas_46-1,ASAP,subset_S\Haydn\304_ASAP_Keyboard_Sonatas_46-1\S_970_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/46-1/YuP03M.mid,{ASAP}\Haydn/Keyboard_Sonatas/46-1/midi_score.mid,training
S_971,305,Haydn,ASAP_Keyboard_Sonatas_48-1,ASAP,subset_S\Haydn\305_ASAP_Keyboard_Sonatas_48-1\S_971_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/48-1/GarritsonL02M.mid,{ASAP}\Haydn/Keyboard_Sonatas/48-1/midi_score.mid,validation
S_972,305,Haydn,ASAP_Keyboard_Sonatas_48-1,ASAP,subset_S\Haydn\305_ASAP_Keyboard_Sonatas_48-1\S_972_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/48-1/PrjevalskayaM02M.mid,{ASAP}\Haydn/Keyboard_Sonatas/48-1/midi_score.mid,validation
S_973,306,Haydn,ASAP_Keyboard_Sonatas_48-2,ASAP,subset_S\Haydn\306_ASAP_Keyboard_Sonatas_48-2\S_973_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/48-2/GarritsonL03M.mid,{ASAP}\Haydn/Keyboard_Sonatas/48-2/midi_score.mid,training
S_974,306,Haydn,ASAP_Keyboard_Sonatas_48-2,ASAP,subset_S\Haydn\306_ASAP_Keyboard_Sonatas_48-2\S_974_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/48-2/PrjevalskayaM03M.mid,{ASAP}\Haydn/Keyboard_Sonatas/48-2/midi_score.mid,training
S_975,307,Haydn,ASAP_Keyboard_Sonatas_49-1,ASAP,subset_S\Haydn\307_ASAP_Keyboard_Sonatas_49-1\S_975_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/49-1/Hou01.mid,{ASAP}\Haydn/Keyboard_Sonatas/49-1/midi_score.mid,training
S_976,307,Haydn,ASAP_Keyboard_Sonatas_49-1,ASAP,subset_S\Haydn\307_ASAP_Keyboard_Sonatas_49-1\S_976_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/49-1/LEE_K01.mid,{ASAP}\Haydn/Keyboard_Sonatas/49-1/midi_score.mid,training
S_977,307,Haydn,ASAP_Keyboard_Sonatas_49-1,ASAP,subset_S\Haydn\307_ASAP_Keyboard_Sonatas_49-1\S_977_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/49-1/Soukhovetski01.mid,{ASAP}\Haydn/Keyboard_Sonatas/49-1/midi_score.mid,training
S_978,308,Haydn,ASAP_Keyboard_Sonatas_50-1,ASAP,subset_S\Haydn\308_ASAP_Keyboard_Sonatas_50-1\S_978_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/50-1_no_repeat/Day01.mid,{ASAP}\Haydn/Keyboard_Sonatas/50-1_no_repeat/midi_score.mid,training
S_979,308,Haydn,ASAP_Keyboard_Sonatas_50-1,ASAP,subset_S\Haydn\308_ASAP_Keyboard_Sonatas_50-1\S_979_performance.wav,{ASAP}\Haydn/Keyboard_Sonatas/50-1_no_repeat/EVSTIO01.mid,{ASAP}\Haydn/Keyboard_Sonatas/50-1_no_repeat/midi_score.mid,training
